"temp","species","parameter","percent_change_R0"
20,"Ae. albopictus","c",4.88088481701516
20.1,"Ae. albopictus","c",4.88088481701515
20.2,"Ae. albopictus","c",4.88088481701515
20.3,"Ae. albopictus","c",4.88088481701516
20.4,"Ae. albopictus","c",4.8808848170152
20.5,"Ae. albopictus","c",4.88088481701515
20.6,"Ae. albopictus","c",4.88088481701517
20.7,"Ae. albopictus","c",4.88088481701516
20.8,"Ae. albopictus","c",4.88088481701517
20.9,"Ae. albopictus","c",4.88088481701517
21,"Ae. albopictus","c",4.88088481701517
21.1,"Ae. albopictus","c",4.88088481701515
21.2,"Ae. albopictus","c",4.88088481701515
21.3,"Ae. albopictus","c",4.88088481701516
21.4,"Ae. albopictus","c",4.88088481701516
21.5,"Ae. albopictus","c",4.88088481701516
21.6,"Ae. albopictus","c",4.88088481701516
21.7,"Ae. albopictus","c",4.88088481701515
21.8,"Ae. albopictus","c",4.88088481701515
21.9,"Ae. albopictus","c",4.88088481701515
22,"Ae. albopictus","c",4.88088481701516
22.1,"Ae. albopictus","c",4.88088481701514
22.2,"Ae. albopictus","c",4.88088481701513
22.3,"Ae. albopictus","c",4.88088481701515
22.4,"Ae. albopictus","c",4.88088481701516
22.5,"Ae. albopictus","c",4.88088481701514
22.6,"Ae. albopictus","c",4.88088481701515
22.7,"Ae. albopictus","c",4.88088481701515
22.8,"Ae. albopictus","c",4.88088481701516
22.9,"Ae. albopictus","c",4.88088481701516
23,"Ae. albopictus","c",4.88088481701516
23.1,"Ae. albopictus","c",4.88088481701514
23.2,"Ae. albopictus","c",4.88088481701517
23.3,"Ae. albopictus","c",4.88088481701515
23.4,"Ae. albopictus","c",4.88088481701517
23.5,"Ae. albopictus","c",4.88088481701516
23.6,"Ae. albopictus","c",4.88088481701514
23.7,"Ae. albopictus","c",4.88088481701515
23.8,"Ae. albopictus","c",4.88088481701515
23.9,"Ae. albopictus","c",4.88088481701516
24,"Ae. albopictus","c",4.88088481701517
24.1,"Ae. albopictus","c",4.88088481701517
24.2,"Ae. albopictus","c",4.88088481701518
24.3,"Ae. albopictus","c",4.88088481701515
24.4,"Ae. albopictus","c",4.88088481701516
24.5,"Ae. albopictus","c",4.88088481701517
24.6,"Ae. albopictus","c",4.88088481701516
24.7,"Ae. albopictus","c",4.88088481701516
24.8,"Ae. albopictus","c",4.88088481701516
24.9,"Ae. albopictus","c",4.88088481701517
25,"Ae. albopictus","c",4.88088481701515
25.1,"Ae. albopictus","c",4.88088481701516
25.2,"Ae. albopictus","c",4.88088481701516
25.3,"Ae. albopictus","c",4.88088481701516
25.4,"Ae. albopictus","c",4.88088481701515
25.5,"Ae. albopictus","c",4.88088481701514
25.6,"Ae. albopictus","c",4.88088481701515
25.7,"Ae. albopictus","c",4.88088481701517
25.8,"Ae. albopictus","c",4.88088481701516
25.9,"Ae. albopictus","c",4.88088481701517
26,"Ae. albopictus","c",4.88088481701517
26.1,"Ae. albopictus","c",4.88088481701516
26.2,"Ae. albopictus","c",4.88088481701516
26.3,"Ae. albopictus","c",4.88088481701514
26.4,"Ae. albopictus","c",4.88088481701516
26.5,"Ae. albopictus","c",4.88088481701514
26.6,"Ae. albopictus","c",4.88088481701514
26.7,"Ae. albopictus","c",4.88088481701517
26.8,"Ae. albopictus","c",4.88088481701517
26.9,"Ae. albopictus","c",4.88088481701515
27,"Ae. albopictus","c",4.88088481701514
27.1,"Ae. albopictus","c",4.88088481701517
27.2,"Ae. albopictus","c",4.88088481701515
27.3,"Ae. albopictus","c",4.88088481701515
27.4,"Ae. albopictus","c",4.88088481701516
27.5,"Ae. albopictus","c",4.88088481701516
27.6,"Ae. albopictus","c",4.88088481701515
27.7,"Ae. albopictus","c",4.88088481701517
27.8,"Ae. albopictus","c",4.88088481701516
27.9,"Ae. albopictus","c",4.88088481701514
28,"Ae. albopictus","c",4.88088481701517
28.1,"Ae. albopictus","c",4.88088481701517
28.2,"Ae. albopictus","c",4.88088481701514
28.3,"Ae. albopictus","c",4.88088481701517
28.4,"Ae. albopictus","c",4.88088481701515
28.5,"Ae. albopictus","c",4.88088481701517
28.6,"Ae. albopictus","c",4.88088481701516
28.7,"Ae. albopictus","c",4.88088481701514
28.8,"Ae. albopictus","c",4.88088481701516
28.9,"Ae. albopictus","c",4.88088481701515
29,"Ae. albopictus","c",4.88088481701517
29.1,"Ae. albopictus","c",4.88088481701516
29.2,"Ae. albopictus","c",4.88088481701516
29.3,"Ae. albopictus","c",4.88088481701516
29.4,"Ae. albopictus","c",4.88088481701515
29.5,"Ae. albopictus","c",4.88088481701517
29.6,"Ae. albopictus","c",4.88088481701517
29.7,"Ae. albopictus","c",4.88088481701518
29.8,"Ae. albopictus","c",4.88088481701515
29.9,"Ae. albopictus","c",4.88088481701517
30,"Ae. albopictus","c",4.88088481701516
30.1,"Ae. albopictus","c",4.88088481701516
30.2,"Ae. albopictus","c",4.88088481701517
30.3,"Ae. albopictus","c",4.88088481701515
30.4,"Ae. albopictus","c",4.88088481701516
30.5,"Ae. albopictus","c",4.88088481701515
30.6,"Ae. albopictus","c",4.88088481701516
30.7,"Ae. albopictus","c",4.88088481701516
30.8,"Ae. albopictus","c",4.88088481701515
30.9,"Ae. albopictus","c",4.88088481701516
31,"Ae. albopictus","c",4.88088481701517
31.1,"Ae. albopictus","c",4.88088481701515
31.2,"Ae. albopictus","c",4.88088481701516
31.3,"Ae. albopictus","c",4.88088481701516
31.4,"Ae. albopictus","c",4.88088481701514
31.5,"Ae. albopictus","c",4.88088481701517
15.9,"Ae. albopictus","lf",17.2807699633279
16,"Ae. albopictus","lf",17.1770083083862
16.1,"Ae. albopictus","lf",17.0821902423945
16.2,"Ae. albopictus","lf",16.9952870764007
16.3,"Ae. albopictus","lf",16.9154178894622
16.4,"Ae. albopictus","lf",16.8418242335911
16.5,"Ae. albopictus","lf",16.7738498345424
16.6,"Ae. albopictus","lf",16.7109241769556
16.7,"Ae. albopictus","lf",16.6525491359174
16.8,"Ae. albopictus","lf",16.5982880171318
16.9,"Ae. albopictus","lf",16.5477565158331
17,"Ae. albopictus","lf",16.5006152150339
17.1,"Ae. albopictus","lf",16.4565633269352
17.2,"Ae. albopictus","lf",16.4153334445762
17.3,"Ae. albopictus","lf",16.3766871192771
17.4,"Ae. albopictus","lf",16.3404111168464
17.5,"Ae. albopictus","lf",16.3063142346296
17.6,"Ae. albopictus","lf",16.2742245842602
17.7,"Ae. albopictus","lf",16.2439872629359
17.8,"Ae. albopictus","lf",16.2154623502749
17.9,"Ae. albopictus","lf",16.1885231791672
18,"Ae. albopictus","lf",16.1630548381367
18.1,"Ae. albopictus","lf",16.1389528700718
18.2,"Ae. albopictus","lf",16.1161221381266
18.3,"Ae. albopictus","lf",16.0944758344364
18.4,"Ae. albopictus","lf",16.0739346112472
18.5,"Ae. albopictus","lf",16.0544258173101
18.6,"Ae. albopictus","lf",16.0358828250727
18.7,"Ae. albopictus","lf",16.0182444364176
18.8,"Ae. albopictus","lf",16.0014543565432
18.9,"Ae. albopictus","lf",15.9854607271213
19,"Ae. albopictus","lf",15.9702157111547
19.1,"Ae. albopictus","lf",15.955675123037
19.2,"Ae. albopictus","lf",15.9417980982336
19.3,"Ae. albopictus","lf",15.9285467977681
19.4,"Ae. albopictus","lf",15.9158861433571
19.5,"Ae. albopictus","lf",15.9037835795877
19.6,"Ae. albopictus","lf",15.8922088600098
19.7,"Ae. albopictus","lf",15.8811338544169
19.8,"Ae. albopictus","lf",15.8705323749391
19.9,"Ae. albopictus","lf",15.8603800188705
20,"Ae. albopictus","lf",15.8506540264077
20.1,"Ae. albopictus","lf",15.8413331517027
20.2,"Ae. albopictus","lf",15.8323975458207
20.3,"Ae. albopictus","lf",15.8238286503659
20.4,"Ae. albopictus","lf",15.815609100677
20.5,"Ae. albopictus","lf",15.8077226376265
20.6,"Ae. albopictus","lf",15.8001540271644
20.7,"Ae. albopictus","lf",15.7928889868445
20.8,"Ae. albopictus","lf",15.7859141186565
20.9,"Ae. albopictus","lf",15.7792168475607
21,"Ae. albopictus","lf",15.7727853651888
21.1,"Ae. albopictus","lf",15.7666085782291
21.2,"Ae. albopictus","lf",15.7606760610689
21.3,"Ae. albopictus","lf",15.7549780123093
21.4,"Ae. albopictus","lf",15.7495052148084
21.5,"Ae. albopictus","lf",15.7442489989432
21.6,"Ae. albopictus","lf",15.7392012088156
21.7,"Ae. albopictus","lf",15.7343541711501
21.8,"Ae. albopictus","lf",15.7297006666618
21.9,"Ae. albopictus","lf",15.7252339036905
22,"Ae. albopictus","lf",15.7209474939221
22.1,"Ae. albopictus","lf",15.7168354300305
22.2,"Ae. albopictus","lf",15.7128920650955
22.3,"Ae. albopictus","lf",15.7091120936621
22.4,"Ae. albopictus","lf",15.7054905343217
22.5,"Ae. albopictus","lf",15.7020227137087
22.6,"Ae. albopictus","lf",15.6987042518153
22.7,"Ae. albopictus","lf",15.695531048537
22.8,"Ae. albopictus","lf",15.6924992713728
22.9,"Ae. albopictus","lf",15.6896053442097
23,"Ae. albopictus","lf",15.6868459371303
23.1,"Ae. albopictus","lf",15.6842179571902
23.2,"Ae. albopictus","lf",15.6817185401161
23.3,"Ae. albopictus","lf",15.679345042885
23.4,"Ae. albopictus","lf",15.6770950371493
23.5,"Ae. albopictus","lf",15.6749663034764
23.6,"Ae. albopictus","lf",15.6729568263827
23.7,"Ae. albopictus","lf",15.6710647901405
23.8,"Ae. albopictus","lf",15.6692885753462
23.9,"Ae. albopictus","lf",15.6676267562422
24,"Ae. albopictus","lf",15.6660780987897
24.1,"Ae. albopictus","lf",15.664641559497
24.2,"Ae. albopictus","lf",15.6633162850098
24.3,"Ae. albopictus","lf",15.6621016124814
24.4,"Ae. albopictus","lf",15.6609970707408
24.5,"Ae. albopictus","lf",15.660002382289
24.6,"Ae. albopictus","lf",15.6591174661569
24.7,"Ae. albopictus","lf",15.658342441668
24.8,"Ae. albopictus","lf",15.6576776331573
24.9,"Ae. albopictus","lf",15.6571235757056
25,"Ae. albopictus","lf",15.6566810219635
25.1,"Ae. albopictus","lf",15.6563509501436
25.2,"Ae. albopictus","lf",15.6561345732798
25.3,"Ae. albopictus","lf",15.6560333498633
25.4,"Ae. albopictus","lf",15.6560489959826
25.5,"Ae. albopictus","lf",15.6561834991136
25.6,"Ae. albopictus","lf",15.6564391337296
25.7,"Ae. albopictus","lf",15.6568184789228
25.8,"Ae. albopictus","lf",15.6573244382609
25.9,"Ae. albopictus","lf",15.6579602621346
26,"Ae. albopictus","lf",15.6587295728893
26.1,"Ae. albopictus","lf",15.6596363930821
26.2,"Ae. albopictus","lf",15.6606851772554
26.3,"Ae. albopictus","lf",15.6618808476809
26.4,"Ae. albopictus","lf",15.6632288346004
26.5,"Ae. albopictus","lf",15.6647351215753
26.6,"Ae. albopictus","lf",15.6664062966552
26.7,"Ae. albopictus","lf",15.6682496101998
26.8,"Ae. albopictus","lf",15.6702730403271
26.9,"Ae. albopictus","lf",15.6724853671317
27,"Ae. albopictus","lf",15.6748962570236
27.1,"Ae. albopictus","lf",15.6775163587798
27.2,"Ae. albopictus","lf",15.6803574132011
27.3,"Ae. albopictus","lf",15.6834323786254
27.4,"Ae. albopictus","lf",15.686755574989
27.5,"Ae. albopictus","lf",15.6903428496637
27.6,"Ae. albopictus","lf",15.6942117689634
27.7,"Ae. albopictus","lf",15.6983818400283
27.8,"Ae. albopictus","lf",15.7028747688124
27.9,"Ae. albopictus","lf",15.7077147611758
28,"Ae. albopictus","lf",15.7129288756734
28.1,"Ae. albopictus","lf",15.718547438656
28.2,"Ae. albopictus","lf",15.7246045348662
28.3,"Ae. albopictus","lf",15.7311385900017
28.4,"Ae. albopictus","lf",15.7381930659611
28.5,"Ae. albopictus","lf",15.7458172950006
28.6,"Ae. albopictus","lf",15.7540674862478
28.7,"Ae. albopictus","lf",15.7630079475572
28.8,"Ae. albopictus","lf",15.7727125783939
28.9,"Ae. albopictus","lf",15.7832667065277
29,"Ae. albopictus","lf",15.794769364549
29.1,"Ae. albopictus","lf",15.8073361341362
29.2,"Ae. albopictus","lf",15.8211027303795
29.3,"Ae. albopictus","lf",15.8362295609362
29.4,"Ae. albopictus","lf",15.8529075839606
29.5,"Ae. albopictus","lf",15.8713659179106
29.6,"Ae. albopictus","lf",15.891881846468
29.7,"Ae. albopictus","lf",15.9147941466714
29.8,"Ae. albopictus","lf",15.9405211034619
29.9,"Ae. albopictus","lf",15.9695852527032
30,"Ae. albopictus","lf",16.0026479791691
30.1,"Ae. albopictus","lf",16.0405588743553
30.2,"Ae. albopictus","lf",16.0844277624257
30.3,"Ae. albopictus","lf",16.1357325465758
30.4,"Ae. albopictus","lf",16.1964855375242
30.5,"Ae. albopictus","lf",16.2694989387744
30.6,"Ae. albopictus","lf",16.3588260605997
30.7,"Ae. albopictus","lf",16.4705307924182
30.8,"Ae. albopictus","lf",16.6141105857742
30.9,"Ae. albopictus","lf",16.8053272386201
31,"Ae. albopictus","lf",17.072391191906
31.1,"Ae. albopictus","lf",17.471274355169
31.2,"Ae. albopictus","lf",18.1310000160126
31.3,"Ae. albopictus","lf",19.4305222004207
31.4,"Ae. albopictus","lf",23.1717623098608
31.5,"Ae. albopictus","lf",135.440635025449
15.9,"Ae. albopictus","PDR",1.65711508904666
16,"Ae. albopictus","PDR",1.56717612887828
16.1,"Ae. albopictus","PDR",1.48498933005318
16.2,"Ae. albopictus","PDR",1.40966304126947
16.3,"Ae. albopictus","PDR",1.3404336941973
16.4,"Ae. albopictus","PDR",1.27664387812558
16.5,"Ae. albopictus","PDR",1.21772474492616
16.6,"Ae. albopictus","PDR",1.16318178091459
16.7,"Ae. albopictus","PDR",1.11258321930041
16.8,"Ae. albopictus","PDR",1.06555054037986
16.9,"Ae. albopictus","PDR",1.02175063486458
17,"Ae. albopictus","PDR",0.980889301482456
17.1,"Ae. albopictus","PDR",0.942705822129936
17.2,"Ae. albopictus","PDR",0.906968412685999
17.3,"Ae. albopictus","PDR",0.873470389609158
17.4,"Ae. albopictus","PDR",0.842026924877336
17.5,"Ae. albopictus","PDR",0.812472287055827
17.6,"Ae. albopictus","PDR",0.784657486029324
17.7,"Ae. albopictus","PDR",0.75844825450045
17.8,"Ae. albopictus","PDR",0.733723311697036
17.9,"Ae. albopictus","PDR",0.710372864572958
18,"Ae. albopictus","PDR",0.6882973096796
18.1,"Ae. albopictus","PDR",0.667406105245855
18.2,"Ae. albopictus","PDR",0.647616788159695
18.3,"Ae. albopictus","PDR",0.628854114737829
18.4,"Ae. albopictus","PDR",0.611049307603029
18.5,"Ae. albopictus","PDR",0.59413939380273
18.6,"Ae. albopictus","PDR",0.578066621629067
18.7,"Ae. albopictus","PDR",0.56277794552253
18.8,"Ae. albopictus","PDR",0.548224570040014
18.9,"Ae. albopictus","PDR",0.534361545203652
19,"Ae. albopictus","PDR",0.521147406661245
19.1,"Ae. albopictus","PDR",0.508543855028703
19.2,"Ae. albopictus","PDR",0.496515469574079
19.3,"Ae. albopictus","PDR",0.485029452071636
19.4,"Ae. albopictus","PDR",0.474055397220438
19.5,"Ae. albopictus","PDR",0.463565086504031
19.6,"Ae. albopictus","PDR",0.453532302778109
19.7,"Ae. albopictus","PDR",0.443932663224877
19.8,"Ae. albopictus","PDR",0.434743468613322
19.9,"Ae. albopictus","PDR",0.425943567064098
20,"Ae. albopictus","PDR",0.417513230739953
20.1,"Ae. albopictus","PDR",0.409434044076032
20.2,"Ae. albopictus","PDR",0.401688802329968
20.3,"Ae. albopictus","PDR",0.394261419377878
20.4,"Ae. albopictus","PDR",0.38713684380621
20.5,"Ae. albopictus","PDR",0.380300982460662
20.6,"Ae. albopictus","PDR",0.373740630707788
20.7,"Ae. albopictus","PDR",0.367443408749259
20.8,"Ae. albopictus","PDR",0.361397703401804
20.9,"Ae. albopictus","PDR",0.355592614820131
21,"Ae. albopictus","PDR",0.350017907697383
21.1,"Ae. albopictus","PDR",0.34466396652659
21.2,"Ae. albopictus","PDR",0.339521754551795
21.3,"Ae. albopictus","PDR",0.334582776075523
21.4,"Ae. albopictus","PDR",0.329839041824903
21.5,"Ae. albopictus","PDR",0.32528303710812
21.6,"Ae. albopictus","PDR",0.320907692521718
21.7,"Ae. albopictus","PDR",0.316706356992028
21.8,"Ae. albopictus","PDR",0.31267277295701
21.9,"Ae. albopictus","PDR",0.308801053513259
22,"Ae. albopictus","PDR",0.305085661371053
22.1,"Ae. albopictus","PDR",0.301521389475374
22.2,"Ae. albopictus","PDR",0.298103343165189
22.3,"Ae. albopictus","PDR",0.294826923755906
22.4,"Ae. albopictus","PDR",0.291687813441549
22.5,"Ae. albopictus","PDR",0.288681961422726
22.6,"Ae. albopictus","PDR",0.285805571178
22.7,"Ae. albopictus","PDR",0.283055088801699
22.8,"Ae. albopictus","PDR",0.280427192342625
22.9,"Ae. albopictus","PDR",0.27791878208258
23,"Ae. albopictus","PDR",0.27552697170197
23.1,"Ae. albopictus","PDR",0.27324908028544
23.2,"Ae. albopictus","PDR",0.271082625126248
23.3,"Ae. albopictus","PDR",0.269025315294032
23.4,"Ae. albopictus","PDR",0.267075045935257
23.5,"Ae. albopictus","PDR",0.265229893281087
23.6,"Ae. albopictus","PDR",0.263488110342224
23.7,"Ae. albopictus","PDR",0.261848123274561
23.8,"Ae. albopictus","PDR",0.260308528404719
23.9,"Ae. albopictus","PDR",0.25886808990851
24,"Ae. albopictus","PDR",0.257525738140804
24.1,"Ae. albopictus","PDR",0.256280568619339
24.2,"Ae. albopictus","PDR",0.255131841670318
24.3,"Ae. albopictus","PDR",0.254078982748486
24.4,"Ae. albopictus","PDR",0.253121583450356
24.5,"Ae. albopictus","PDR",0.252259403244222
24.6,"Ae. albopictus","PDR",0.251492371947337
24.7,"Ae. albopictus","PDR",0.250820592987457
24.8,"Ae. albopictus","PDR",0.250244347492834
24.9,"Ae. albopictus","PDR",0.249764099263358
25,"Ae. albopictus","PDR",0.249380500684438
25.1,"Ae. albopictus","PDR",0.249094399655296
25.2,"Ae. albopictus","PDR",0.248906847614573
25.3,"Ae. albopictus","PDR",0.248819108759345
25.4,"Ae. albopictus","PDR",0.248832670567886
25.5,"Ae. albopictus","PDR",0.248949255752929
25.6,"Ae. albopictus","PDR",0.249170835791893
25.7,"Ae. albopictus","PDR",0.249499646201068
25.8,"Ae. albopictus","PDR",0.249938203747073
25.9,"Ae. albopictus","PDR",0.250489325816993
26,"Ae. albopictus","PDR",0.251156152202558
26.1,"Ae. albopictus","PDR",0.25194216959256
26.2,"Ae. albopictus","PDR",0.25285123911385
26.3,"Ae. albopictus","PDR",0.253887627313593
26.4,"Ae. albopictus","PDR",0.255056041039591
26.5,"Ae. albopictus","PDR",0.256361666747948
26.6,"Ae. albopictus","PDR",0.257810214855885
26.7,"Ae. albopictus","PDR",0.259407969860515
26.8,"Ae. albopictus","PDR",0.261161847068056
26.9,"Ae. albopictus","PDR",0.263079456925691
27,"Ae. albopictus","PDR",0.265169178124524
27.1,"Ae. albopictus","PDR",0.267440240855934
27.2,"Ae. albopictus","PDR",0.269902821860211
27.3,"Ae. albopictus","PDR",0.272568153219618
27.4,"Ae. albopictus","PDR",0.275448647228093
27.5,"Ae. albopictus","PDR",0.278558040136886
27.6,"Ae. albopictus","PDR",0.281911558148884
27.7,"Ae. albopictus","PDR",0.285526109744191
27.8,"Ae. albopictus","PDR",0.28942050930034
27.9,"Ae. albopictus","PDR",0.293615738073747
28,"Ae. albopictus","PDR",0.298135249991519
28.1,"Ae. albopictus","PDR",0.303005331454459
28.2,"Ae. albopictus","PDR",0.308255526577957
28.3,"Ae. albopictus","PDR",0.313919142148625
28.4,"Ae. albopictus","PDR",0.320033850252324
28.5,"Ae. albopictus","PDR",0.326642411307756
28.6,"Ae. albopictus","PDR",0.333793546497117
28.7,"Ae. albopictus","PDR",0.341542996850847
28.8,"Ae. albopictus","PDR",0.349954817255594
28.9,"Ae. albopictus","PDR",0.359102968471679
29,"Ae. albopictus","PDR",0.369073290380919
29.1,"Ae. albopictus","PDR",0.37996596735282
29.2,"Ae. albopictus","PDR",0.391898635079409
29.3,"Ae. albopictus","PDR",0.405010332379123
29.4,"Ae. albopictus","PDR",0.419466578757607
29.5,"Ae. albopictus","PDR",0.435465970467758
29.6,"Ae. albopictus","PDR",0.453248852616067
29.7,"Ae. albopictus","PDR",0.473108871777389
29.8,"Ae. albopictus","PDR",0.495408590718144
29.9,"Ae. albopictus","PDR",0.520600935254427
30,"Ae. albopictus","PDR",0.549259183239611
30.1,"Ae. albopictus","PDR",0.582119747134874
30.2,"Ae. albopictus","PDR",0.62014460495936
30.3,"Ae. albopictus","PDR",0.664614779810685
30.4,"Ae. albopictus","PDR",0.717274510768907
30.5,"Ae. albopictus","PDR",0.78056137131948
30.6,"Ae. albopictus","PDR",0.857988706651679
30.7,"Ae. albopictus","PDR",0.954812600134162
30.8,"Ae. albopictus","PDR",1.07926529244011
30.9,"Ae. albopictus","PDR",1.24500886055762
31,"Ae. albopictus","PDR",1.47649566818871
31.1,"Ae. albopictus","PDR",1.82224128059887
31.2,"Ae. albopictus","PDR",2.39408104130771
31.3,"Ae. albopictus","PDR",3.52048630196933
31.4,"Ae. albopictus","PDR",6.76333401263869
31.5,"Ae. albopictus","PDR",104.076215895446
15.9,"Ae. albopictus","EFD",4.88088481701517
16,"Ae. albopictus","EFD",4.88088481701516
16.1,"Ae. albopictus","EFD",4.88088481701519
16.2,"Ae. albopictus","EFD",4.88088481701516
16.3,"Ae. albopictus","EFD",4.88088481701517
16.4,"Ae. albopictus","EFD",4.88088481701517
16.5,"Ae. albopictus","EFD",4.88088481701516
16.6,"Ae. albopictus","EFD",4.88088481701517
16.7,"Ae. albopictus","EFD",4.88088481701517
16.8,"Ae. albopictus","EFD",4.88088481701518
16.9,"Ae. albopictus","EFD",4.88088481701517
17,"Ae. albopictus","EFD",4.88088481701515
17.1,"Ae. albopictus","EFD",4.88088481701515
17.2,"Ae. albopictus","EFD",4.88088481701516
17.3,"Ae. albopictus","EFD",4.88088481701517
17.4,"Ae. albopictus","EFD",4.88088481701518
17.5,"Ae. albopictus","EFD",4.88088481701516
17.6,"Ae. albopictus","EFD",4.88088481701516
17.7,"Ae. albopictus","EFD",4.88088481701513
17.8,"Ae. albopictus","EFD",4.88088481701514
17.9,"Ae. albopictus","EFD",4.88088481701516
18,"Ae. albopictus","EFD",4.88088481701516
18.1,"Ae. albopictus","EFD",4.88088481701517
18.2,"Ae. albopictus","EFD",4.88088481701516
18.3,"Ae. albopictus","EFD",4.88088481701517
18.4,"Ae. albopictus","EFD",4.88088481701516
18.5,"Ae. albopictus","EFD",4.88088481701518
18.6,"Ae. albopictus","EFD",4.88088481701516
18.7,"Ae. albopictus","EFD",4.88088481701516
18.8,"Ae. albopictus","EFD",4.88088481701517
18.9,"Ae. albopictus","EFD",4.88088481701517
19,"Ae. albopictus","EFD",4.88088481701516
19.1,"Ae. albopictus","EFD",4.88088481701516
19.2,"Ae. albopictus","EFD",4.88088481701516
19.3,"Ae. albopictus","EFD",4.88088481701517
19.4,"Ae. albopictus","EFD",4.88088481701514
19.5,"Ae. albopictus","EFD",4.88088481701514
19.6,"Ae. albopictus","EFD",4.88088481701514
19.7,"Ae. albopictus","EFD",4.88088481701516
19.8,"Ae. albopictus","EFD",4.88088481701516
19.9,"Ae. albopictus","EFD",4.88088481701516
20,"Ae. albopictus","EFD",4.88088481701516
20.1,"Ae. albopictus","EFD",4.88088481701515
20.2,"Ae. albopictus","EFD",4.88088481701515
20.3,"Ae. albopictus","EFD",4.88088481701516
20.4,"Ae. albopictus","EFD",4.88088481701517
20.5,"Ae. albopictus","EFD",4.88088481701517
20.6,"Ae. albopictus","EFD",4.88088481701517
20.7,"Ae. albopictus","EFD",4.88088481701516
20.8,"Ae. albopictus","EFD",4.88088481701517
20.9,"Ae. albopictus","EFD",4.88088481701517
21,"Ae. albopictus","EFD",4.88088481701517
21.1,"Ae. albopictus","EFD",4.88088481701515
21.2,"Ae. albopictus","EFD",4.88088481701515
21.3,"Ae. albopictus","EFD",4.88088481701515
21.4,"Ae. albopictus","EFD",4.88088481701515
21.5,"Ae. albopictus","EFD",4.88088481701516
21.6,"Ae. albopictus","EFD",4.88088481701516
21.7,"Ae. albopictus","EFD",4.88088481701516
21.8,"Ae. albopictus","EFD",4.88088481701515
21.9,"Ae. albopictus","EFD",4.88088481701517
22,"Ae. albopictus","EFD",4.88088481701516
22.1,"Ae. albopictus","EFD",4.88088481701515
22.2,"Ae. albopictus","EFD",4.88088481701516
22.3,"Ae. albopictus","EFD",4.88088481701515
22.4,"Ae. albopictus","EFD",4.88088481701516
22.5,"Ae. albopictus","EFD",4.88088481701514
22.6,"Ae. albopictus","EFD",4.88088481701515
22.7,"Ae. albopictus","EFD",4.88088481701515
22.8,"Ae. albopictus","EFD",4.88088481701516
22.9,"Ae. albopictus","EFD",4.88088481701518
23,"Ae. albopictus","EFD",4.88088481701516
23.1,"Ae. albopictus","EFD",4.88088481701516
23.2,"Ae. albopictus","EFD",4.88088481701518
23.3,"Ae. albopictus","EFD",4.88088481701514
23.4,"Ae. albopictus","EFD",4.88088481701517
23.5,"Ae. albopictus","EFD",4.88088481701516
23.6,"Ae. albopictus","EFD",4.88088481701516
23.7,"Ae. albopictus","EFD",4.88088481701515
23.8,"Ae. albopictus","EFD",4.88088481701515
23.9,"Ae. albopictus","EFD",4.88088481701516
24,"Ae. albopictus","EFD",4.88088481701517
24.1,"Ae. albopictus","EFD",4.88088481701515
24.2,"Ae. albopictus","EFD",4.88088481701516
24.3,"Ae. albopictus","EFD",4.88088481701517
24.4,"Ae. albopictus","EFD",4.88088481701517
24.5,"Ae. albopictus","EFD",4.88088481701516
24.6,"Ae. albopictus","EFD",4.88088481701516
24.7,"Ae. albopictus","EFD",4.88088481701516
24.8,"Ae. albopictus","EFD",4.88088481701516
24.9,"Ae. albopictus","EFD",4.88088481701517
25,"Ae. albopictus","EFD",4.88088481701516
25.1,"Ae. albopictus","EFD",4.88088481701518
25.2,"Ae. albopictus","EFD",4.88088481701516
25.3,"Ae. albopictus","EFD",4.88088481701516
25.4,"Ae. albopictus","EFD",4.88088481701516
25.5,"Ae. albopictus","EFD",4.88088481701516
25.6,"Ae. albopictus","EFD",4.88088481701515
25.7,"Ae. albopictus","EFD",4.88088481701515
25.8,"Ae. albopictus","EFD",4.88088481701516
25.9,"Ae. albopictus","EFD",4.88088481701515
26,"Ae. albopictus","EFD",4.88088481701516
26.1,"Ae. albopictus","EFD",4.88088481701516
26.2,"Ae. albopictus","EFD",4.88088481701516
26.3,"Ae. albopictus","EFD",4.88088481701514
26.4,"Ae. albopictus","EFD",4.88088481701516
26.5,"Ae. albopictus","EFD",4.88088481701515
26.6,"Ae. albopictus","EFD",4.88088481701515
26.7,"Ae. albopictus","EFD",4.88088481701516
26.8,"Ae. albopictus","EFD",4.88088481701517
26.9,"Ae. albopictus","EFD",4.88088481701515
27,"Ae. albopictus","EFD",4.88088481701516
27.1,"Ae. albopictus","EFD",4.88088481701517
27.2,"Ae. albopictus","EFD",4.88088481701516
27.3,"Ae. albopictus","EFD",4.88088481701515
27.4,"Ae. albopictus","EFD",4.88088481701516
27.5,"Ae. albopictus","EFD",4.88088481701515
27.6,"Ae. albopictus","EFD",4.88088481701515
27.7,"Ae. albopictus","EFD",4.88088481701517
27.8,"Ae. albopictus","EFD",4.88088481701517
27.9,"Ae. albopictus","EFD",4.88088481701514
28,"Ae. albopictus","EFD",4.88088481701517
28.1,"Ae. albopictus","EFD",4.88088481701516
28.2,"Ae. albopictus","EFD",4.88088481701514
28.3,"Ae. albopictus","EFD",4.88088481701516
28.4,"Ae. albopictus","EFD",4.88088481701515
28.5,"Ae. albopictus","EFD",4.88088481701517
